benchmark,experiment,theorem_name,proof_found,is_timeout,is_inference_exhausted,proof_time_in_secs,inferences_taken,possible_failed_paths,num_of_backtracks,longest_success_path,attempt_idx,proof_steps,proof_file,results_json
CoreEval 250,E1,eq_subst_pair_right_208,True,False,False,99.61655259132385,-1,-1,-1,-1,0,rw [h],/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prop_imp_chain_009,False,True,False,211.92488145828247,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,iff_or_assoc_082,False,False,False,81.19281339645386,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,hardish_or_imp_230,False,True,False,883.6470746994019,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,exists_and_194,True,False,False,112.96840381622314,-1,-1,-1,-1,0,"exact ⟨0, hp⟩",/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,not_or_intro_096,False,True,False,287.1981415748596,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prop_imp_chain_010,False,True,False,883.7639977931976,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,eq_if_false_124,False,True,False,152.7499237060547,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,or_right_true_048,True,False,False,121.16158699989319,-1,-1,-1,-1,0,simp [*],/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,not_false_089,False,True,False,171.31738924980164,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prop_imp_self_002,False,True,False,158.3137228488922,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prop_imp_chain_013,False,True,False,126.20129919052124,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prop_imp_apply_007,False,True,False,871.8295271396637,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,hardish_nat_eq_231,False,True,False,124.77755188941956,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,mixed_and_eq_211,True,False,False,117.90214729309082,-1,-1,-1,-1,0,simpa [h] using Nat.eq_of_lt_of_lt <| Nat.le_refl _,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_mul_assoc_139,False,True,False,191.10126209259033,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,bool_and_true_161,True,False,False,104.31512689590454,-1,-1,-1,-1,0,cases b <;> rfl,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,not_imp_false_097,True,False,False,109.23805809020996,-1,-1,-1,-1,0,"simp [h, h]",/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,list_nil_append_172,False,True,False,166.68415021896362,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,bool_not_false_166,True,False,False,120.3290491104126,-1,-1,-1,-1,0,simp [not_false_eq_true],/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_pred_succ_151,False,True,False,124.58926844596863,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,iff_imp_self_085,False,True,False,161.6692864894867,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,iff_true_intro_072,False,True,False,124.84232425689697,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,eq_list_nil_append_120,False,True,False,139.68458247184753,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,or_elim_to_imp_064,False,True,False,692.3657970428467,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,or_and_distrib_051,False,True,False,734.7648968696594,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,mixed_option_nat_218,False,True,False,148.92820239067078,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,sigma_exists_191,True,False,False,69.79300451278687,-1,-1,-1,-1,0,"exact ⟨n, by simp⟩",/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,and_reorder_037,False,True,False,127.23640775680542,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,eq_subst_nat_110,True,False,False,110.60947465896606,-1,-1,-1,-1,0,rw [h],/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,fun_const_189,False,True,False,147.0534553527832,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,n_plus_succ,True,False,False,116.31379771232605,-1,-1,-1,-1,0,rw [Nat.add_succ],/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,n_zero_plus,False,True,False,127.40928792953491,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_succ_pos_150,True,False,False,112.75010538101196,-1,-1,-1,-1,0,simp [Nat.succ_pos],/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,list_nil_ne_cons_178,True,False,False,97.92841291427612,-1,-1,-1,-1,0,"simp [Nat.le_add_right, Nat.le_add_right, Nat.le_add_left]",/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prop_id,True,False,False,93.43978190422058,-1,-1,-1,-1,0,apply hp,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,eq_option_some_116,True,False,False,68.91664409637451,-1,-1,-1,-1,0,cases n <;> simp,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,or_assoc_left_044,False,True,False,128.7945113182068,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,hardish_list_236,True,False,False,75.6949532032013,-1,-1,-1,-1,0,simp [h],/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_two_add_155,True,False,False,86.89805459976196,-1,-1,-1,-1,0,omega,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,hardish_list_237,False,True,False,462.0156683921814,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_zero_add_126,True,False,False,61.53710222244263,-1,-1,-1,-1,0,simp [Nat.zero_add],/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,contradiction_to_false_093,False,True,False,193.02928352355957,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,iff_refl_066,False,True,False,202.31484198570251,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,or_comm_043,False,True,False,945.2919478416443,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_succ_ne_zero_134,False,True,False,283.7601933479309,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,and_project_026,False,True,False,686.4550833702087,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prop_imp_apply_008,False,False,False,59.542197465896606,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_mul_comm_138,False,True,False,321.29928970336914,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_add_comm_136,False,True,False,289.06067299842834,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,and_reorder_040,False,True,False,1072.6209733486176,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,iff_and_true_left_077,False,True,False,140.54351997375488,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,and_dup_left_024,True,False,False,100.8066954612732,-1,-1,-1,-1,0,exact h.2,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,iff_and_comm_073,False,True,False,665.2129933834076,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,nat_lt_trans_146,False,True,False,148.9088625907898,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,iff_and_true_right_078,False,True,False,133.60302186012268,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prop_imp_apply_006,False,True,False,172.56737542152405,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,n_mod_2_implies_square_mod,False,True,False,641.7953684329987,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,false_elim_086,True,False,False,95.10773706436157,-1,-1,-1,-1,0,cases h,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,imp_exists_223,False,True,False,120.09307384490967,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,option_none_ne_some_170,False,True,False,124.37455558776855,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,prod_fst_181,False,True,False,136.01004433631897,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,n_plus_zero,False,True,False,127.42471528053284,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,eq_if_true_123,False,True,False,144.56753993034363,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,exists_zero_200,False,True,False,186.00297570228577,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,contradiction_to_true_092,True,False,False,68.23918867111206,-1,-1,-1,-1,0,simp [hp] at hn,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,list_length_cons_176,True,False,False,75.56243968009949,-1,-1,-1,-1,0,simp,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,not_intro_087,True,False,False,103.14110779762268,-1,-1,-1,-1,0,assumption,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,or_swap_nested_058,False,True,False,692.4338870048523,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,hardish_nat_le_233,False,False,False,48.05592751502991,-1,-1,-1,-1,0,,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
CoreEval 250,E1,unit_eq_184,True,False,False,120.24073648452759,-1,-1,-1,-1,0,ext,/fs/classhomes/adelaveg/multilingual-project/proof-wala/src/proof_wala/data/proofs/lean/lean4_proj/Lean4Proj/CoreEval.lean,runs/proof_search_core_eval/6848604/E1/proof_dumps/core_eval_250/20260517-003937/proof_results.json
